model_name,label,x,y,z,r2_0,r2_1,r2_2,r2_3
model_1,cos,4,2,2,0.9638632269109989,0.9640109741490152,0.9641129305934402,0.9640183555213866
model_1,cos,4,4,4,0.9631757421004609,0.9632879266389567,0.9633332168188294,0.9633555074294945
model_1,cos,2,2,2,0.9533594995644715,0.95326088084222,0.9531908586429865,0.9532018163574508
model_2,cos,0,0,0,0.8954533752243431,0.895463101056725,0.8954640091880339,0.8954386424893168
model_2,cos,1,0,0,0.9449866182036757,0.944972167695159,0.9449002905558817,0.9449603644879409
model_2,cos,2,0,0,0.9575223127833086,0.9576030531368176,0.9575419348226157,0.9575053308899217
model_2,cos,3,0,0,0.961387299389236,0.9614238221893303,0.9614200304496703,0.9615081054216159
model_2,cos,4,0,0,0.9647265456159049,0.9648931367468159,0.9646043852259734,0.96473317468707
model_2,cos,5,0,0,0.9683939075206758,0.9682830782784231,0.9684255082786474,0.9679921899980286
model_2,cos,1,1,1,0.9455333346679028,0.9454996019682933,0.9454368625086425,0.9455358420815315
model_2,cos,5,1,1,0.9679330637226393,0.9681571335497858,0.9678702514966112,0.9678169522527134
model_2,cos,4,2,2,0.9643630182018753,0.9644349929378137,0.9643738746600394,0.9642930112904481
model_2,cos,4,4,4,0.9642180343310711,0.9642884927255008,0.9640497828957416,0.9643235791405466
model_2,cos,2,2,2,0.9576242041352618,0.9573369285930889,0.9572724850669555,0.9574523458414933
model_3,cos,0,0,0,0.8954529159166212,0.895462462434488,0.8954635300069911,0.8954382504508132
model_3,cos,1,0,0,0.9407881880028011,0.9402947129212016,0.9406876624386696,0.9406805899931118
model_3,cos,2,0,0,0.9546523328980507,0.9547965505142127,0.9548038608758705,0.954787713892491
model_3,cos,3,0,0,0.9595230253890091,0.9593440738266852,0.9592915898895046,0.9592654696435751
model_3,cos,4,0,0,0.9651196038664573,0.96509768704337,0.9652135532107974,0.965170630569909
model_3,cos,5,0,0,0.9689014410207368,0.9688937265985288,0.9687096078723105,0.9688324650213221
model_3,cos,1,1,1,0.9389538993971376,0.9387979351618708,0.9390859845484472,0.9388984015502391
model_3,cos,5,1,1,0.9682636862005688,0.9683923312816196,0.9682908771923546,0.9680928947864695
model_3,cos,4,2,2,0.9638632269109989,0.9640109741490152,0.9641129305934402,0.9640183555213866
model_3,cos,4,4,4,0.9631757421004609,0.9632879266389567,0.9633332168188294,0.9633555074294945
model_3,cos,2,2,2,0.9533594995644715,0.95326088084222,0.9531908586429865,0.9532018163574508
model_4,cos,0,0,0,0.8954533752243431,0.895463101056725,0.8954640091880339,0.8954386424893168
model_4,cos,1,0,0,0.9449866182036757,0.944972167695159,0.9449002905558817,0.9449603644879409
model_4,cos,2,0,0,0.9575223127833086,0.9576030531368176,0.9575419348226157,0.9575053308899217
model_4,cos,3,0,0,0.961387299389236,0.9614238221893303,0.9614200304496703,0.9615081054216159
model_4,cos,4,0,0,0.9647265456159049,0.9648931367468159,0.9646043852259734,0.96473317468707
model_4,cos,5,0,0,0.9683939075206758,0.9682830782784231,0.9684255082786474,0.9679921899980286
model_4,cos,1,1,1,0.9455333346679028,0.9454996019682933,0.9454368625086425,0.9455358420815315
model_4,cos,5,1,1,0.9679330637226393,0.9681571335497858,0.9678702514966112,0.9678169522527134
model_4,cos,4,2,2,0.9643630182018753,0.9644349929378137,0.9643738746600394,0.9642930112904481
model_4,cos,4,4,4,0.9642180343310711,0.9642884927255008,0.9640497828957416,0.9643235791405466
model_4,cos,2,2,2,0.9576242041352618,0.9573369285930889,0.9572724850669555,0.9574523458414933
model_5,cos,0,0,0,0.8954529159166212,0.895462462434488,0.8954635300069911,0.8954382504508132
model_5,cos,1,0,0,0.9407881880028011,0.9402947129212016,0.9406876624386696,0.9406805899931118
model_5,cos,2,0,0,0.9546523328980507,0.9547965505142127,0.9548038608758705,0.954787713892491
model_5,cos,3,0,0,0.9595230253890091,0.9593440738266852,0.9592915898895046,0.9592654696435751
model_5,cos,4,0,0,0.9651196038664573,0.96509768704337,0.9652135532107974,0.965170630569909
model_5,cos,5,0,0,0.9689014410207368,0.9688937265985288,0.9687096078723105,0.9688324650213221
model_5,cos,1,1,1,0.9389538993971376,0.9387979351618708,0.9390859845484472,0.9388984015502391
model_5,cos,5,1,1,0.9682636862005688,0.9683923312816196,0.9682908771923546,0.9680928947864695
model_5,cos,4,2,2,0.9638632269109989,0.9640109741490152,0.9641129305934402,0.9640183555213866
model_5,cos,4,4,4,0.9631757421004609,0.9632879266389567,0.9633332168188294,0.9633555074294945
model_5,cos,2,2,2,0.9533594995644715,0.95326088084222,0.9531908586429865,0.9532018163574508
model_6,cos,0,0,0,0.8954533752243431,0.895463101056725,0.8954640091880339,0.8954386424893168
model_6,cos,1,0,0,0.9449866182036757,0.944972167695159,0.9449002905558817,0.9449603644879409
model_6,cos,2,0,0,0.9575223127833086,0.9576030531368176,0.9575419348226157,0.9575053308899217
model_6,cos,3,0,0,0.961387299389236,0.9614238221893303,0.9614200304496703,0.9615081054216159
model_6,cos,4,0,0,0.9647265456159049,0.9648931367468159,0.9646043852259734,0.96473317468707
model_6,cos,5,0,0,0.9683939075206758,0.9682830782784231,0.9684255082786474,0.9679921899980286
model_6,cos,1,1,1,0.9455333346679028,0.9454996019682933,0.9454368625086425,0.9455358420815315
model_6,cos,5,1,1,0.9679330637226393,0.9681571335497858,0.9678702514966112,0.9678169522527134
model_6,cos,4,2,2,0.9643630182018753,0.9644349929378137,0.9643738746600394,0.9642930112904481
model_6,cos,4,4,4,0.9642180343310711,0.9642884927255008,0.9640497828957416,0.9643235791405466
model_6,cos,2,2,2,0.9576242041352618,0.9573369285930889,0.9572724850669555,0.9574523458414933
model_7,cos,0,0,0,0.8954529159166212,0.895462462434488,0.8954635300069911,0.8954382504508132
model_7,cos,1,0,0,0.9407881880028011,0.9402947129212016,0.9406876624386696,0.9406805899931118
model_7,cos,2,0,0,0.9546523328980507,0.9547965505142127,0.9548038608758705,0.954787713892491
model_7,cos,3,0,0,0.9595230253890091,0.9593440738266852,0.9592915898895046,0.9592654696435751
model_7,cos,4,0,0,0.9651196038664573,0.96509768704337,0.9652135532107974,0.965170630569909
model_7,cos,5,0,0,0.9689014410207368,0.9688937265985288,0.9687096078723105,0.9688324650213221
model_7,cos,1,1,1,0.9389538993971376,0.9387979351618708,0.9390859845484472,0.9388984015502391
model_7,cos,5,1,1,0.9682636862005688,0.9683923312816196,0.9682908771923546,0.9680928947864695
model_7,cos,4,2,2,0.9638632269109989,0.9640109741490152,0.9641129305934402,0.9640183555213866
model_7,cos,4,4,4,0.9631757421004609,0.9632879266389567,0.9633332168188294,0.9633555074294945
model_7,cos,2,2,2,0.9533594995644715,0.95326088084222,0.9531908586429865,0.9532018163574508
model_8,cos,0,0,0,0.8954526869123793,0.895462231338696,0.895463322281118,0.8954379928841711
model_8,cos,1,0,0,0.9437785728799618,0.9437323064084857,0.9438378838984351,0.9438370995026398
model_8,cos,2,0,0,0.9559404105785941,0.9559240586347667,0.9558735486583495,0.9561823301192899
model_8,cos,3,0,0,0.95976228733745,0.9597955732269842,0.9600130919222433,0.9593675341259186
model_8,cos,4,0,0,0.9630315586965752,0.9629513794479876,0.9631651138836711,0.9632137298787722
model_8,cos,5,0,0,0.9660735897416249,0.9661403956142767,0.9661265971153361,0.9660508399963141
model_8,cos,1,1,1,0.9435476622131088,0.9435704419531933,0.9436666676499377,0.9438460911112918
model_8,cos,5,1,1,0.965901473164119,0.9658449199902205,0.96550519640183,0.9659065368673478
model_8,cos,4,2,2,0.9624992365964751,0.9623815680858251,0.962357886247534,0.9626942273954592
model_8,cos,4,4,4,0.9618888795220298,0.9620727027782427,0.9621847112548261,0.9623223217506421
model_8,cos,2,2,2,0.9552432609188325,0.9551184794614515,0.9554000962413627,0.9553399225904258
model_9,cos,0,0,0,0.8954527115740178,0.8954622454729433,0.8954633392018212,0.8954380123555377
model_9,cos,1,0,0,0.929104052690961,0.929117206525118,0.9288131337572687,0.9290634439792441
model_9,cos,2,0,0,0.9411971302272909,0.9415321677771913,0.9410053184345758,0.9416181361887436
model_9,cos,3,0,0,0.9454777148251636,0.9455529939894897,0.945556727648659,0.9459998931247855
model_9,cos,4,0,0,0.9500897200848357,0.9502514316409916,0.9505537232682517,0.9503386890699178
model_9,cos,5,0,0,0.9538680703929915,0.9540666166737515,0.9540869789584623,0.9539526544768834
model_9,cos,1,1,1,0.9194005212837717,0.9187961982073893,0.9190684430967375,0.9195866531128902
model_9,cos,5,1,1,0.9514185973108652,0.9519911448941475,0.952182989780982,0.9518582614930684
model_9,cos,4,2,2,0.945830857745474,0.9454989707767013,0.9455719362438343,0.9452898093010162
model_9,cos,4,4,4,0.9434014487278457,0.943650671053275,0.9431640501075722,0.9429870638582487
model_9,cos,2,2,2,0.9330512842039125,0.9333711800223911,0.9332768575133548,0.9333605193724759
model_10,cos,0,0,0,0.8954526869123793,0.895462231338696,0.895463322281118,0.8954379928841711
model_10,cos,1,0,0,0.9437785728799618,0.9437323064084857,0.9438378838984351,0.9438370995026398
model_10,cos,2,0,0,0.9559404105785941,0.9559240586347667,0.9558735486583495,0.9561823301192899
model_10,cos,3,0,0,0.95976228733745,0.9597955732269842,0.9600130919222433,0.9593675341259186
model_10,cos,4,0,0,0.9630315586965752,0.9629513794479876,0.9631651138836711,0.9632137298787722
model_10,cos,5,0,0,0.9660735897416249,0.9661403956142767,0.9661265971153361,0.9660508399963141
model_10,cos,1,1,1,0.9435476622131088,0.9435704419531933,0.9436666676499377,0.9438460911112918
model_10,cos,5,1,1,0.965901473164119,0.9658449199902205,0.96550519640183,0.9659065368673478
model_10,cos,4,2,2,0.9624992365964751,0.9623815680858251,0.962357886247534,0.9626942273954592
model_10,cos,4,4,4,0.9618888795220298,0.9620727027782427,0.9621847112548261,0.9623223217506421
model_10,cos,2,2,2,0.9552432609188325,0.9551184794614515,0.9554000962413627,0.9553399225904258
model_11,cos,0,0,0,0.8954527115740178,0.8954622454729433,0.8954633392018212,0.8954380123555377
model_11,cos,1,0,0,0.929104052690961,0.929117206525118,0.9288131337572687,0.9290634439792441
model_11,cos,2,0,0,0.9411971302272909,0.9415321677771913,0.9410053184345758,0.9416181361887436
model_11,cos,3,0,0,0.9454777148251636,0.9455529939894897,0.945556727648659,0.9459998931247855
model_11,cos,4,0,0,0.9500897200848357,0.9502514316409916,0.9505537232682517,0.9503386890699178
model_11,cos,5,0,0,0.9538680703929915,0.9540666166737515,0.9540869789584623,0.9539526544768834
model_11,cos,1,1,1,0.9194005212837717,0.9187961982073893,0.9190684430967375,0.9195866531128902
model_11,cos,5,1,1,0.9514185973108652,0.9519911448941475,0.952182989780982,0.9518582614930684
model_11,cos,4,2,2,0.945830857745474,0.9454989707767013,0.9455719362438343,0.9452898093010162
model_11,cos,4,4,4,0.9434014487278457,0.943650671053275,0.9431640501075722,0.9429870638582487
model_11,cos,2,2,2,0.9330512842039125,0.9333711800223911,0.9332768575133548,0.9333605193724759
model_12,cos,0,0,0,0.8954526869123793,0.895462231338696,0.895463322281118,0.8954379928841711
model_12,cos,1,0,0,0.9437785728799618,0.9437323064084857,0.9438378838984351,0.9438370995026398
model_12,cos,2,0,0,0.9559404105785941,0.9559240586347667,0.9558735486583495,0.9561823301192899
model_12,cos,3,0,0,0.95976228733745,0.9597955732269842,0.9600130919222433,0.9593675341259186
model_12,cos,4,0,0,0.9630315586965752,0.9629513794479876,0.9631651138836711,0.9632137298787722
model_12,cos,5,0,0,0.9660735897416249,0.9661403956142767,0.9661265971153361,0.9660508399963141
model_12,cos,1,1,1,0.9435476622131088,0.9435704419531933,0.9436666676499377,0.9438460911112918
model_12,cos,5,1,1,0.965901473164119,0.9658449199902205,0.96550519640183,0.9659065368673478
model_12,cos,4,2,2,0.9624992365964751,0.9623815680858251,0.962357886247534,0.9626942273954592
model_12,cos,4,4,4,0.9618888795220298,0.9620727027782427,0.9621847112548261,0.9623223217506421
model_12,cos,2,2,2,0.9552432609188325,0.9551184794614515,0.9554000962413627,0.9553399225904258
model_13,cos,0,0,0,0.8954527115740178,0.8954622454729433,0.8954633392018212,0.8954380123555377
model_13,cos,1,0,0,0.929104052690961,0.929117206525118,0.9288131337572687,0.9290634439792441
model_13,cos,2,0,0,0.9411971302272909,0.9415321677771913,0.9410053184345758,0.9416181361887436
model_13,cos,3,0,0,0.9454777148251636,0.9455529939894897,0.945556727648659,0.9459998931247855
model_13,cos,4,0,0,0.9500897200848357,0.9502514316409916,0.9505537232682517,0.9503386890699178
model_13,cos,5,0,0,0.9538680703929915,0.9540666166737515,0.9540869789584623,0.9539526544768834
model_13,cos,1,1,1,0.9194005212837717,0.9187961982073893,0.9190684430967375,0.9195866531128902
model_13,cos,5,1,1,0.9514185973108652,0.9519911448941475,0.952182989780982,0.9518582614930684
model_13,cos,4,2,2,0.945830857745474,0.9454989707767013,0.9455719362438343,0.9452898093010162
model_13,cos,4,4,4,0.9434014487278457,0.943650671053275,0.9431640501075722,0.9429870638582487
model_13,cos,2,2,2,0.9330512842039125,0.9333711800223911,0.9332768575133548,0.9333605193724759
model_14,cos,0,0,0,0.8954526869123793,0.895462231338696,0.895463322281118,0.8954379928841711
model_14,cos,1,0,0,0.9437785728799618,0.9437323064084857,0.9438378838984351,0.9438370995026398
model_14,cos,2,0,0,0.9559404105785941,0.9559240586347667,0.9558735486583495,0.9561823301192899
model_14,cos,3,0,0,0.95976228733745,0.9597955732269842,0.9600130919222433,0.9593675341259186
model_14,cos,4,0,0,0.9630315586965752,0.9629513794479876,0.9631651138836711,0.9632137298787722
model_14,cos,5,0,0,0.9660735897416249,0.9661403956142767,0.9661265971153361,0.9660508399963141
model_14,cos,1,1,1,0.9435476622131088,0.9435704419531933,0.9436666676499377,0.9438460911112918
model_14,cos,5,1,1,0.965901473164119,0.9658449199902205,0.96550519640183,0.9659065368673478
model_14,cos,4,2,2,0.9624992365964751,0.9623815680858251,0.962357886247534,0.9626942273954592
model_14,cos,4,4,4,0.9618888795220298,0.9620727027782427,0.9621847112548261,0.9623223217506421
model_14,cos,2,2,2,0.9552432609188325,0.9551184794614515,0.9554000962413627,0.9553399225904258
model_15,cos,0,0,0,0.8954527115740178,0.8954622454729433,0.8954633392018212,0.8954380123555377
model_15,cos,1,0,0,0.929104052690961,0.929117206525118,0.9288131337572687,0.9290634439792441
model_15,cos,2,0,0,0.9411971302272909,0.9415321677771913,0.9410053184345758,0.9416181361887436
model_15,cos,3,0,0,0.9454777148251636,0.9455529939894897,0.945556727648659,0.9459998931247855
model_15,cos,4,0,0,0.9500897200848357,0.9502514316409916,0.9505537232682517,0.9503386890699178
model_15,cos,5,0,0,0.9538680703929915,0.9540666166737515,0.9540869789584623,0.9539526544768834
model_15,cos,1,1,1,0.9194005212837717,0.9187961982073893,0.9190684430967375,0.9195866531128902
model_15,cos,5,1,1,0.9514185973108652,0.9519911448941475,0.952182989780982,0.9518582614930684
model_15,cos,4,2,2,0.945830857745474,0.9454989707767013,0.9455719362438343,0.9452898093010162
model_15,cos,4,4,4,0.9434014487278457,0.943650671053275,0.9431640501075722,0.9429870638582487
model_15,cos,2,2,2,0.9330512842039125,0.9333711800223911,0.9332768575133548,0.9333605193724759
model_16,cos,0,0,0,-0.39374774897589404,-0.39351967237626573,-0.393312982034979,-0.39223582185853645
model_16,cos,1,0,0,-0.40292203493445844,-0.4030925114574633,-0.4029335393430651,-0.4026547329021002
model_16,cos,2,0,0,-0.40201526273039345,-0.4028191235635794,-0.40182397572018114,-0.4022289468437623
model_16,cos,3,0,0,-0.40143401653224253,-0.40160496341481733,-0.40039746403916743,-0.40038564857953096
model_16,cos,4,0,0,-0.4013671603875879,-0.40186072081163227,-0.4007054646432675,-0.4003078344379265
model_16,cos,5,0,0,-0.40144580597646873,-0.4014807052652596,-0.4007054646432675,-0.4003078344379265
model_16,cos,1,1,1,-0.40292203493445844,-0.4030925114574633,-0.4029335393430651,-0.4026547329021002
model_16,cos,5,1,1,-0.40144580597646873,-0.4014807052652596,-0.4007054646432675,-0.4003078344379265
model_16,cos,4,2,2,-0.4013671603875879,-0.40186072081163227,-0.4007054646432675,-0.4003078344379265
model_16,cos,4,4,4,-0.4013671603875879,-0.40186072081163227,-0.4007054646432675,-0.4003078344379265
model_16,cos,2,2,2,-0.40201526273039345,-0.4028191235635794,-0.40182397572018114,-0.4022289468437623
model_17,cos,0,0,0,-0.3656717444903048,-0.3692983781203878,-0.36548436334267254,-0.3682255298315267
model_17,cos,1,0,0,-0.1442124815150867,-0.15047584821014048,-0.14334236281377288,-0.13595757242660067
model_17,cos,2,0,0,-0.15828404784522987,-0.17428305265264687,-0.17423842583079008,-0.16076212819920466
model_17,cos,3,0,0,-0.18230873593843056,-0.179975197516681,-0.17837166832685325,-0.175887154936764
model_17,cos,4,0,0,-0.16700658256167333,-0.1853149954980502,-0.18318240612338021,-0.177770419986931
model_17,cos,5,0,0,-0.16640966635010424,-0.15310427805406102,-0.14615545825358045,-0.1738555773111501
model_17,cos,1,1,1,-0.1970859232719766,-0.19003879210955787,-0.19261010880164453,-0.19384110709386215
model_17,cos,5,1,1,-0.17087512516821124,-0.18128084211078987,-0.16567042556885236,-0.16814064954802088
model_17,cos,4,2,2,-0.17866596894445697,-0.19444318620131096,-0.1937473087708972,-0.19863367431405066
model_17,cos,4,4,4,-0.18546926865874602,-0.19128320519666842,-0.1946859454764751,-0.20456592504741433
model_17,cos,2,2,2,-0.1978264233493976,-0.1896090781044435,-0.18870462542624833,-0.17892195870615568
model_18,cos,0,0,0,-0.39374774897589404,-0.39351967237626573,-0.393312982034979,-0.39223582185853645
model_18,cos,1,0,0,-0.40292203493445844,-0.4030925114574633,-0.4029335393430651,-0.4026547329021002
model_18,cos,2,0,0,-0.40201526273039345,-0.4028191235635794,-0.40182397572018114,-0.4022289468437623
model_18,cos,3,0,0,-0.40143401653224253,-0.40160496341481733,-0.40039746403916743,-0.40038564857953096
model_18,cos,4,0,0,-0.4013671603875879,-0.40186072081163227,-0.4007054646432675,-0.4003078344379265
model_18,cos,5,0,0,-0.40144580597646873,-0.4014807052652596,-0.4007054646432675,-0.4003078344379265
model_18,cos,1,1,1,-0.40292203493445844,-0.4030925114574633,-0.4029335393430651,-0.4026547329021002
model_18,cos,5,1,1,-0.40144580597646873,-0.4014807052652596,-0.4007054646432675,-0.4003078344379265
model_18,cos,4,2,2,-0.4013671603875879,-0.40186072081163227,-0.4007054646432675,-0.4003078344379265
model_18,cos,4,4,4,-0.4013671603875879,-0.40186072081163227,-0.4007054646432675,-0.4003078344379265
model_18,cos,2,2,2,-0.40201526273039345,-0.4028191235635794,-0.40182397572018114,-0.4022289468437623
model_19,cos,0,0,0,-0.3656717444903048,-0.3692983781203878,-0.36548436334267254,-0.3682255298315267
model_19,cos,1,0,0,-0.1442124815150867,-0.15047584821014048,-0.14334236281377288,-0.13595757242660067
model_19,cos,2,0,0,-0.15828404784522987,-0.17428305265264687,-0.17423842583079008,-0.16076212819920466
model_19,cos,3,0,0,-0.18230873593843056,-0.179975197516681,-0.17837166832685325,-0.175887154936764
model_19,cos,4,0,0,-0.16700658256167333,-0.1853149954980502,-0.18318240612338021,-0.177770419986931
model_19,cos,5,0,0,-0.16640966635010424,-0.15310427805406102,-0.14615545825358045,-0.1738555773111501
model_19,cos,1,1,1,-0.1970859232719766,-0.19003879210955787,-0.19261010880164453,-0.19384110709386215
model_19,cos,5,1,1,-0.17087512516821124,-0.18128084211078987,-0.16567042556885236,-0.16814064954802088
model_19,cos,4,2,2,-0.17866596894445697,-0.19444318620131096,-0.1937473087708972,-0.19863367431405066
model_19,cos,4,4,4,-0.18546926865874602,-0.19128320519666842,-0.1946859454764751,-0.20456592504741433
model_19,cos,2,2,2,-0.1978264233493976,-0.1896090781044435,-0.18870462542624833,-0.17892195870615568
model_20,cos,0,0,0,-0.39374774897589404,-0.39351967237626573,-0.393312982034979,-0.39223582185853645
model_20,cos,1,0,0,-0.40292203493445844,-0.4030925114574633,-0.4029335393430651,-0.4026547329021002
model_20,cos,2,0,0,-0.40201526273039345,-0.4028191235635794,-0.40182397572018114,-0.4022289468437623
model_20,cos,3,0,0,-0.40143401653224253,-0.40160496341481733,-0.40039746403916743,-0.40038564857953096
model_20,cos,4,0,0,-0.4013671603875879,-0.40186072081163227,-0.4007054646432675,-0.4003078344379265
model_20,cos,5,0,0,-0.40144580597646873,-0.4014807052652596,-0.4007054646432675,-0.4003078344379265
model_20,cos,1,1,1,-0.40292203493445844,-0.4030925114574633,-0.4029335393430651,-0.4026547329021002
model_20,cos,5,1,1,-0.40144580597646873,-0.4014807052652596,-0.4007054646432675,-0.4003078344379265
model_20,cos,4,2,2,-0.4013671603875879,-0.40186072081163227,-0.4007054646432675,-0.4003078344379265
model_20,cos,4,4,4,-0.4013671603875879,-0.40186072081163227,-0.4007054646432675,-0.4003078344379265
model_20,cos,2,2,2,-0.40201526273039345,-0.4028191235635794,-0.40182397572018114,-0.4022289468437623
model_21,cos,0,0,0,-0.3656717444903048,-0.3692983781203878,-0.36548436334267254,-0.3682255298315267
model_21,cos,1,0,0,-0.1442124815150867,-0.15047584821014048,-0.14334236281377288,-0.13595757242660067
model_21,cos,2,0,0,-0.15828404784522987,-0.17428305265264687,-0.17423842583079008,-0.16076212819920466
model_21,cos,3,0,0,-0.18230873593843056,-0.179975197516681,-0.17837166832685325,-0.175887154936764
model_21,cos,4,0,0,-0.16700658256167333,-0.1853149954980502,-0.18318240612338021,-0.177770419986931
model_21,cos,5,0,0,-0.16640966635010424,-0.15310427805406102,-0.14615545825358045,-0.1738555773111501
model_21,cos,1,1,1,-0.1970859232719766,-0.19003879210955787,-0.19261010880164453,-0.19384110709386215
model_21,cos,5,1,1,-0.17087512516821124,-0.18128084211078987,-0.16567042556885236,-0.16814064954802088
model_21,cos,4,2,2,-0.17866596894445697,-0.19444318620131096,-0.1937473087708972,-0.19863367431405066
model_21,cos,4,4,4,-0.18546926865874602,-0.19128320519666842,-0.1946859454764751,-0.20456592504741433
model_21,cos,2,2,2,-0.1978264233493976,-0.1896090781044435,-0.18870462542624833,-0.17892195870615568
model_22,cos,0,0,0,-0.39374774897589404,-0.39351967237626573,-0.393312982034979,-0.39223582185853645
model_22,cos,1,0,0,-0.40292203493445844,-0.4030925114574633,-0.4029335393430651,-0.4026547329021002
model_22,cos,2,0,0,-0.40201526273039345,-0.4028191235635794,-0.40182397572018114,-0.4022289468437623
model_22,cos,3,0,0,-0.40143401653224253,-0.40160496341481733,-0.40039746403916743,-0.40038564857953096
model_22,cos,4,0,0,-0.4013671603875879,-0.40186072081163227,-0.4007054646432675,-0.4003078344379265
model_22,cos,5,0,0,-0.40144580597646873,-0.4014807052652596,-0.4007054646432675,-0.4003078344379265
model_22,cos,1,1,1,-0.40292203493445844,-0.4030925114574633,-0.4029335393430651,-0.4026547329021002
model_22,cos,5,1,1,-0.40144580597646873,-0.4014807052652596,-0.4007054646432675,-0.4003078344379265
model_22,cos,4,2,2,-0.4013671603875879,-0.40186072081163227,-0.4007054646432675,-0.4003078344379265
model_22,cos,4,4,4,-0.4013671603875879,-0.40186072081163227,-0.4007054646432675,-0.4003078344379265
model_22,cos,2,2,2,-0.40201526273039345,-0.4028191235635794,-0.40182397572018114,-0.4022289468437623
model_23,cos,0,0,0,-0.3656717444903048,-0.3692983781203878,-0.36548436334267254,-0.3682255298315267
model_23,cos,1,0,0,-0.1442124815150867,-0.15047584821014048,-0.14334236281377288,-0.13595757242660067
model_23,cos,2,0,0,-0.15828404784522987,-0.17428305265264687,-0.17423842583079008,-0.16076212819920466
model_23,cos,3,0,0,-0.18230873593843056,-0.179975197516681,-0.17837166832685325,-0.175887154936764
model_23,cos,4,0,0,-0.16700658256167333,-0.1853149954980502,-0.18318240612338021,-0.177770419986931
model_23,cos,5,0,0,-0.16640966635010424,-0.15310427805406102,-0.14615545825358045,-0.1738555773111501
model_23,cos,1,1,1,-0.1970859232719766,-0.19003879210955787,-0.19261010880164453,-0.19384110709386215
model_23,cos,5,1,1,-0.17087512516821124,-0.18128084211078987,-0.16567042556885236,-0.16814064954802088
model_23,cos,4,2,2,-0.17866596894445697,-0.19444318620131096,-0.1937473087708972,-0.19863367431405066
model_23,cos,4,4,4,-0.18546926865874602,-0.19128320519666842,-0.1946859454764751,-0.20456592504741433
model_23,cos,2,2,2,-0.1978264233493976,-0.1896090781044435,-0.18870462542624833,-0.17892195870615568
model_0,freq,0,0,0,0.005783419725029604,0.005671835408943449,0.0056982680055935875,0.005907435942730577
model_0,freq,1,0,0,0.440764930107189,0.4400550690068883,0.4401809349088054,0.43929402927618877
model_0,freq,2,0,0,0.5688450661307701,0.5710282441976966,0.5710856228764515,0.5694831539653299
model_0,freq,3,0,0,0.6249852769451236,0.6241666654403817,0.625131053470829,0.6249366596498132
model_0,freq,4,0,0,0.6579688047149965,0.6580216841465868,0.6590984786947721,0.6569564120310774
model_0,freq,5,0,0,0.679266281407213,0.6809606626307687,0.6810567532179703,0.679453147645473
model_0,freq,1,1,1,0.4566399373162321,0.4563204741515181,0.45679599884110567,0.4575371211718099
model_0,freq,5,1,1,0.6835793941312494,0.6832465818104589,0.6846617461017896,0.6854119744198008
model_0,freq,4,2,2,0.6647355706580946,0.6641991828369272,0.664710246053487,0.6638121798725178
model_0,freq,4,4,4,0.6632514903353561,0.6638442093829825,0.6639461373101774,0.660721160348241
model_0,freq,2,2,2,0.5816156528829514,0.5814269812775288,0.5786842837415558,0.5794131785997921
model_1,freq,0,0,0,0.005762561620033857,0.005658224892768793,0.005683155987276867,0.005889626318894892
model_1,freq,1,0,0,0.39568033801435354,0.3926688062165914,0.39364571027081907,0.39254642165379516
model_1,freq,2,0,0,0.536700848996095,0.5376003832460676,0.5378720397392522,0.5396879563348957
model_1,freq,3,0,0,0.5879604832759235,0.58626157051415,0.5873883616837232,0.5891234512634963
model_1,freq,4,0,0,0.6332352283435685,0.6315355777172974,0.6328930340303103,0.6341964923153127
model_1,freq,5,0,0,0.6612204079524747,0.6637906277429926,0.6629928579291268,0.6636932693028097
model_1,freq,1,1,1,0.3988884437083512,0.40187748415881575,0.400198988216526,0.4004551918878445
model_1,freq,5,1,1,0.6695084065117942,0.669462617593457,0.6706872721162662,0.6690730737465719
model_1,freq,4,2,2,0.6395964197021891,0.6381732299018262,0.6383033849938963,0.6376422764637052
model_1,freq,4,4,4,0.6343429856151658,0.6331889424132969,0.6339822447685464,0.6334271436008446
model_1,freq,2,2,2,0.538706960993513,0.5386735452366558,0.5390389954762635,0.5381950213243266
model_2,freq,0,0,0,0.005783419725029604,0.005671835408943449,0.0056982680055935875,0.005907435942730577
model_2,freq,1,0,0,0.440764930107189,0.4400550690068883,0.4401809349088054,0.43929402927618877
model_2,freq,2,0,0,0.5688450661307701,0.5710282441976966,0.5710856228764515,0.5694831539653299
model_2,freq,3,0,0,0.6249852769451236,0.6241666654403817,0.625131053470829,0.6249366596498132
model_2,freq,4,0,0,0.6579688047149965,0.6580216841465868,0.6590984786947721,0.6569564120310774
model_2,freq,5,0,0,0.679266281407213,0.6809606626307687,0.6810567532179703,0.679453147645473
model_2,freq,1,1,1,0.4566399373162321,0.4563204741515181,0.45679599884110567,0.4575371211718099
model_2,freq,5,1,1,0.6835793941312494,0.6832465818104589,0.6846617461017896,0.6854119744198008
model_2,freq,4,2,2,0.6647355706580946,0.6641991828369272,0.664710246053487,0.6638121798725178
model_2,freq,4,4,4,0.6632514903353561,0.6638442093829825,0.6639461373101774,0.660721160348241
model_2,freq,2,2,2,0.5816156528829514,0.5814269812775288,0.5786842837415558,0.5794131785997921
model_3,freq,0,0,0,0.005762561620033857,0.005658224892768793,0.005683155987276867,0.005889626318894892
model_3,freq,1,0,0,0.39568033801435354,0.3926688062165914,0.39364571027081907,0.39254642165379516
